Age,Education,Sex,Group_ID
63, 11th, Male,1945
33, HS-grad, Male,1945
64, Some-college, Male,1945
28, Assoc-voc, Female,1945
21, HS-grad, Male,1946
51, Bachelors, Male,1946
67, Masters, Male,1946
33, Bachelors, Male,1946
31, 1st-4th, Male,1946
46, HS-grad, Male,1947
45, Bachelors, Male,1947
66, 7th-8th, Female,1947
58, HS-grad, Female,1947
40, Masters, Female,1947
71, 7th-8th, Male,1948
42, HS-grad, Female,1948
46, Some-college, Male,1948
19, HS-grad, Male,1948
19, Some-college, Male,1948
37, Masters, Female,1949
22, Some-college, Female,1949
64, Some-college, Male,1949
38, HS-grad, Male,1949
56, 5th-6th, Male,1949
47, 1st-4th, Female,1950
35, HS-grad, Female,1950
23, HS-grad, Female,1950
32, Assoc-voc, Female,1950
49, Bachelors, Female,1950
19, Some-college, Female,1951
27, HS-grad, Male,1951
19, Some-college, Female,1951
20, Some-college, Female,1951
42, Bachelors, Male,1951
35, Bachelors, Male,1952
62, HS-grad, Female,1952
46, HS-grad, Male,1952
32, Some-college, Male,1952
35, Assoc-voc, Male,1952
55, HS-grad, Male,1953
29, Some-college, Male,1953
24, HS-grad, Male,1953
19, HS-grad, Female,1953
50, HS-grad, Male,1953
38, Some-college, Female,1954
24, HS-grad, Male,1954
62, 7th-8th, Male,1954
33, Masters, Female,1954
79, 7th-8th, Male,1954
33, Doctorate, Male,1955
36, 10th, Male,1955
46, Bachelors, Male,1955
17, 11th, Male,1955
22, HS-grad, Male,1955
39, HS-grad, Female,1956
27, Bachelors, Female,1956
57, HS-grad, Male,1956
26, Some-college, Male,1956
28, Bachelors, Female,1956
46, Masters, Male,1957
32, HS-grad, Male,1957
63, Some-college, Male,1957
21, 11th, Female,1957
44, HS-grad, Male,1957
40, Bachelors, Male,1958
32, HS-grad, Male,1958
39, Bachelors, Male,1958
31, Some-college, Male,1958
23, HS-grad, Male,1958
55, HS-grad, Male,1959
31, Bachelors, Male,1959
52, Some-college, Male,1959
30, HS-grad, Male,1959
28, Some-college, Female,1959
28, HS-grad, Female,1960
52, Prof-school, Male,1960
32, HS-grad, Male,1960
35, HS-grad, Female,1960
26, Some-college, Male,1960
17, 11th, Female,1961
40, Some-college, Female,1961
75, Assoc-voc, Female,1961
23, Some-college, Male,1961
32, Bachelors, Male,1961
27, Some-college, Male,1962
25, Assoc-voc, Female,1962
18, HS-grad, Male,1962
66, 7th-8th, Female,1962
47, HS-grad, Female,1962
57, Assoc-acdm, Male,1963
30, Bachelors, Female,1963
26, Some-college, Male,1963
33, Bachelors, Male,1963
39, Assoc-voc, Male,1963
33, Assoc-voc, Female,1964
58, HS-grad, Male,1964
22, HS-grad, Female,1964
49, Bachelors, Male,1964
20, Some-college, Female,1964
24, Bachelors, Female,1965
33, Assoc-voc, Male,1965
59, 10th, Male,1965
46, HS-grad, Male,1965
43, HS-grad, Male,1965
25, Bachelors, Male,1966
17, 11th, Female,1966
46, 1st-4th, Female,1966
20, Some-college, Female,1966
37, HS-grad, Male,1966
56, HS-grad, Male,1967
19, Some-college, Male,1967
30, Bachelors, Male,1967
32, Some-college, Male,1967
34, Some-college, Male,1967
27, HS-grad, Male,1968
23, 10th, Male,1968
33, 10th, Male,1968
34, Bachelors, Female,1968
71, Bachelors, Male,1968
56, Some-college, Female,1969
61, 10th, Female,1969
40, Masters, Female,1969
35, Some-college, Male,1969
21, HS-grad, Male,1969
54, HS-grad, Male,1970
24, Assoc-acdm, Female,1970
35, Masters, Male,1970
37, Bachelors, Male,1970
20, Some-college, Female,1970
59, Some-college, Male,1971
50, HS-grad, Male,1971
28, Bachelors, Male,1971
37, 7th-8th, Male,1971
51, Doctorate, Female,1971
46, HS-grad, Female,1972
23, HS-grad, Female,1972
57, 7th-8th, Male,1972
60, HS-grad, Female,1972
51, Bachelors, Male,1972
50, Some-college, Male,1973
45, Some-college, Female,1973
41, HS-grad, Male,1973
56, Some-college, Male,1973
18, HS-grad, Female,1973
51, HS-grad, Male,1974
32, Prof-school, Female,1974
48, Assoc-acdm, Male,1974
51, HS-grad, Male,1974
50, HS-grad, Male,1974
32, Assoc-voc, Male,1975
53, Prof-school, Male,1975
37, HS-grad, Male,1975
62, Bachelors, Male,1975
51, HS-grad, Male,1975
18, 10th, Female,1976
70, HS-grad, Female,1976
54, Prof-school, Female,1976
67, Some-college, Female,1976
34, Assoc-acdm, Female,1976
26, 11th, Male,1977
52, Some-college, Female,1977
24, HS-grad, Female,1977
51, 10th, Male,1977
27, HS-grad, Female,1977
23, HS-grad, Male,1978
38, Some-college, Male,1978
25, HS-grad, Male,1978
81, 7th-8th, Male,1978
35, 11th, Male,1978
40, Prof-school, Male,1979
33, HS-grad, Male,1979
33, Doctorate, Male,1979
45, Bachelors, Male,1979
22, HS-grad, Male,1979
38, HS-grad, Male,1980
46, Masters, Male,1980
17, 11th, Male,1980
18, HS-grad, Female,1980
42, HS-grad, Male,1980
41, Bachelors, Female,1981
58, 5th-6th, Male,1981
43, Some-college, Male,1981
42, Assoc-voc, Male,1981
19, Some-college, Male,1981
45, Prof-school, Male,1982
41, Masters, Male,1982
38, 11th, Male,1982
58, HS-grad, Male,1982
37, Some-college, Female,1982
34, HS-grad, Male,1983
23, Some-college, Male,1983
47, HS-grad, Male,1983
37, HS-grad, Female,1983
47, HS-grad, Male,1983
31, Masters, Female,1984
57, Bachelors, Male,1984
44, Bachelors, Male,1984
64, 11th, Male,1984
31, Bachelors, Male,1984
40, Masters, Male,1985
34, Bachelors, Male,1985
28, HS-grad, Female,1985
72, 7th-8th, Male,1985
21, HS-grad, Female,1985
52, Masters, Male,1986
44, Some-college, Female,1986
57, Some-college, Male,1986
35, HS-grad, Male,1986
21, 11th, Male,1986
38, Some-college, Male,1987
28, Masters, Female,1987
59, Masters, Female,1987
54, 10th, Male,1987
25, Some-college, Male,1987
29, 10th, Male,1988
18, HS-grad, Female,1988
31, HS-grad, Male,1988
17, 11th, Male,1988
47, Some-college, Male,1988
42, HS-grad, Male,1989
21, Some-college, Female,1989
32, Some-college, Female,1989
51, 12th, Male,1989
24, Assoc-voc, Male,1989
60, Masters, Male,1990
29, HS-grad, Female,1990
24, Assoc-acdm, Male,1990
43, Masters, Male,1990
64, Some-college, Male,1990
53, Some-college, Male,1991
64, Some-college, Female,1991
41, Assoc-acdm, Male,1991
30, Bachelors, Male,1991
25, HS-grad, Female,1991
27, HS-grad, Male,1992
30, 12th, Female,1992
39, HS-grad, Male,1992
28, HS-grad, Female,1992
33, Masters, Male,1992
41, Some-college, Male,1993
24, Bachelors, Female,1993
32, Some-college, Female,1993
69, Assoc-voc, Male,1993
36, Masters, Male,1993
57, Assoc-voc, Male,1994
58, HS-grad, Male,1994
26, Assoc-acdm, Male,1994
17, 11th, Female,1994
36, 11th, Male,1994
44, HS-grad, Male,1995
39, Assoc-acdm, Male,1995
41, Some-college, Male,1995
24, 11th, Female,1995
54, HS-grad, Male,1995
26, Bachelors, Male,1996
39, Some-college, Female,1996
27, HS-grad, Male,1996
25, 10th, Male,1996
32, Some-college, Male,1996
30, HS-grad, Female,1997
50, Bachelors, Male,1997
66, Assoc-acdm, Male,1997
25, HS-grad, Male,1997
48, HS-grad, Female,1997
23, Bachelors, Male,1998
70, Bachelors, Male,1998
20, Some-college, Male,1998
18, 11th, Male,1998
29, HS-grad, Male,1998
33, 11th, Male,1999
27, 12th, Male,1999
44, HS-grad, Male,1999
32, 5th-6th, Female,1999
49, Assoc-acdm, Male,1999
66, Bachelors, Male,2000
35, HS-grad, Female,2000
24, Some-college, Male,2000
31, 11th, Male,2000
75, Assoc-voc, Female,2000
66, 11th, Female,2001
19, Some-college, Male,2001
46, Some-college, Male,2001
31, Some-college, Female,2001
46, HS-grad, Male,2001
29, HS-grad, Female,2002
63, Some-college, Male,2002
46, 10th, Male,2002
52, HS-grad, Male,2002
44, Assoc-acdm, Male,2002
66, 5th-6th, Male,2003
51, 10th, Male,2003
38, Bachelors, Male,2003
26, Masters, Female,2003
35, Bachelors, Male,2003
48, Some-college, Female,2004
42, Some-college, Female,2004
50, 10th, Male,2004
26, Masters, Female,2004
42, Bachelors, Male,2004
63, Bachelors, Male,2005
18, 11th, Female,2005
56, HS-grad, Male,2005
33, Some-college, Male,2005
41, HS-grad, Male,2005
42, HS-grad, Male,2006
37, HS-grad, Male,2006
42, Masters, Male,2006
18, Some-college, Male,2006
62, 7th-8th, Male,2006
29, Assoc-voc, Female,2007
20, 11th, Male,2007
36, Bachelors, Male,2007
67, HS-grad, Male,2007
50, Some-college, Male,2007
40, HS-grad, Male,2008
18, 11th, Male,2008
55, HS-grad, Male,2008
48, Assoc-voc, Male,2008
80, 1st-4th, Male,2008
25, Some-college, Female,2009
24, HS-grad, Male,2009
46, 9th, Male,2009
22, HS-grad, Female,2009
35, Some-college, Male,2009
62, Masters, Male,2010
40, HS-grad, Female,2010
27, Assoc-voc, Male,2010
40, Bachelors, Female,2010
49, Bachelors, Female,2010
52, 9th, Male,2011
21, Assoc-voc, Female,2011
41, Some-college, Male,2011
35, HS-grad, Female,2011
22, Some-college, Female,2011
71, Some-college, Male,2012
73, Bachelors, Male,2012
33, Bachelors, Female,2012
38, Masters, Male,2012
19, Some-college, Female,2012
29, Some-college, Male,2013
26, Bachelors, Male,2013
56, HS-grad, Female,2013
29, Some-college, Male,2013
40, HS-grad, Male,2013
52, HS-grad, Male,2014
55, HS-grad, Male,2014
19, Some-college, Female,2014
39, Some-college, Male,2014
36, Some-college, Male,2014
46, Masters, Male,2015
33, Masters, Male,2015
30, 9th, Male,2015
54, Bachelors, Male,2015
17, 9th, Male,2015
39, HS-grad, Male,2016
21, Some-college, Female,2016
53, 9th, Male,2016
45, Doctorate, Male,2016
24, Some-college, Female,2016
47, Masters, Male,2017
38, HS-grad, Female,2017
44, HS-grad, Male,2017
45, Bachelors, Male,2017
32, HS-grad, Male,2017
24, Some-college, Female,2018
38, HS-grad, Male,2018
38, HS-grad, Male,2018
33, Assoc-acdm, Male,2018
50, Assoc-acdm, Male,2018
40, Bachelors, Male,2019
33, HS-grad, Female,2019
20, HS-grad, Male,2019
17, 12th, Female,2019
27, Bachelors, Female,2019
66, HS-grad, Male,2020
53, Doctorate, Male,2020
71, Bachelors, Female,2020
39, 10th, Male,2020
36, Some-college, Male,2020
20, Some-college, Male,2021
56, Masters, Male,2021
60, 7th-8th, Male,2021
43, HS-grad, Male,2021
46, Bachelors, Male,2021
42, HS-grad, Male,2022
56, HS-grad, Female,2022
31, HS-grad, Female,2022
34, HS-grad, Male,2022
38, HS-grad, Male,2022
32, HS-grad, Female,2023
32, Bachelors, Male,2023
44, HS-grad, Female,2023
24, Assoc-voc, Female,2023
48, Bachelors, Male,2023
43, Some-college, Male,2024
69, HS-grad, Male,2024
39, HS-grad, Male,2024
55, Some-college, Male,2024
27, Assoc-voc, Male,2024
29, Some-college, Male,2025
41, Masters, Female,2025
30, Some-college, Male,2025
28, Assoc-voc, Male,2025
68, HS-grad, Male,2025
55, HS-grad, Male,2026
37, 10th, Male,2026
55, Prof-school, Male,2026
60, HS-grad, Female,2026
44, Masters, Male,2026
45, HS-grad, Male,2027
37, HS-grad, Male,2027
58, Some-college, Female,2027
47, Bachelors, Male,2027
18, 11th, Female,2027
23, Some-college, Male,2028
35, Some-college, Female,2028
61, 10th, Male,2028
54, Some-college, Male,2028
21, HS-grad, Female,2028
53, Masters, Female,2029
46, 10th, Female,2029
56, Masters, Male,2029
46, Bachelors, Male,2029
36, HS-grad, Male,2029
54, Bachelors, Female,2030
35, HS-grad, Male,2030
26, Bachelors, Female,2030
49, HS-grad, Male,2030
60, HS-grad, Female,2030
55, HS-grad, Female,2031
21, Assoc-acdm, Female,2031
38, Some-college, Male,2031
41, Masters, Male,2031
43, Some-college, Male,2031
54, Bachelors, Male,2032
46, Doctorate, Male,2032
20, Some-college, Male,2032
35, Some-college, Female,2032
24, Some-college, Female,2032
41, 1st-4th, Male,2033
36, HS-grad, Male,2033
40, 5th-6th, Male,2033
23, HS-grad, Female,2033
37, HS-grad, Male,2033
71, Some-college, Female,2034
36, 5th-6th, Male,2034
51, Some-college, Female,2034
30, HS-grad, Male,2034
40, HS-grad, Male,2034
26, HS-grad, Female,2035
49, Some-college, Male,2035
30, HS-grad, Male,2035
48, Some-college, Female,2035
53, Bachelors, Male,2035
31, Bachelors, Male,2036
40, HS-grad, Female,2036
21, Assoc-acdm, Female,2036
38, HS-grad, Male,2036
37, 10th, Male,2036
34, 10th, Female,2037
53, Bachelors, Male,2037
21, Some-college, Female,2037
26, Masters, Female,2037
29, Bachelors, Female,2037
44, Some-college, Male,2038
22, Some-college, Female,2038
43, Bachelors, Male,2038
39, Some-college, Female,2038
38, HS-grad, Male,2038
67, HS-grad, Female,2039
31, HS-grad, Male,2039
30, 11th, Female,2039
53, HS-grad, Female,2039
44, Bachelors, Male,2039
43, 5th-6th, Male,2040
22, HS-grad, Male,2040
31, HS-grad, Male,2040
44, 11th, Male,2040
88, 7th-8th, Male,2040
21, HS-grad, Male,2041
31, Bachelors, Female,2041
35, Bachelors, Male,2041
30, Bachelors, Male,2041
48, HS-grad, Male,2041
68, HS-grad, Female,2042
64, Assoc-voc, Male,2042
49, Masters, Male,2042
44, Doctorate, Male,2042
18, 11th, Male,2042
34, HS-grad, Male,2043
29, HS-grad, Female,2043
23, HS-grad, Male,2043
36, Some-college, Male,2043
29, Bachelors, Male,2043
34, 10th, Male,2044
27, Bachelors, Male,2044
57, Some-college, Female,2044
24, HS-grad, Male,2044
54, Some-college, Male,2044
18, Some-college, Female,2045
25, Some-college, Male,2045
28, Some-college, Male,2045
87, HS-grad, Male,2045
54, Masters, Female,2045
21, HS-grad, Male,2046
43, 5th-6th, Female,2046
43, HS-grad, Male,2046
38, HS-grad, Male,2046
46, HS-grad, Male,2046
65, Some-college, Female,2047
39, HS-grad, Male,2047
60, Some-college, Male,2047
30, Bachelors, Male,2047
39, HS-grad, Male,2047
35, Bachelors, Male,2048
31, Some-college, Male,2048
39, HS-grad, Male,2048
33, HS-grad, Male,2048
27, Prof-school, Female,2048
31, Some-college, Male,2049
77, Some-college, Male,2049
40, Assoc-acdm, Female,2049
58, Masters, Male,2049
37, Assoc-voc, Male,2049
39, 10th, Male,2050
30, Some-college, Female,2050
20, Some-college, Female,2050
36, HS-grad, Female,2050
30, HS-grad, Male,2050
39, HS-grad, Male,2051
43, Some-college, Female,2051
25, HS-grad, Female,2051
42, Assoc-voc, Male,2051
38, Some-college, Female,2051
67, HS-grad, Male,2052
57, HS-grad, Female,2052
21, Some-college, Male,2052
35, HS-grad, Female,2052
40, HS-grad, Male,2052
35, 10th, Female,2053
74, 9th, Male,2053
19, 7th-8th, Male,2053
36, HS-grad, Male,2053
39, Doctorate, Male,2053
17, 12th, Male,2054
47, HS-grad, Female,2054
32, Bachelors, Male,2054
32, Bachelors, Female,2054
51, HS-grad, Male,2054
48, Some-college, Male,2055
38, Bachelors, Male,2055
19, Some-college, Female,2055
52, Masters, Male,2055
21, Some-college, Female,2055
33, HS-grad, Male,2056
18, 12th, Male,2056
32, Bachelors, Male,2056
28, HS-grad, Male,2056
45, HS-grad, Female,2056
21, HS-grad, Female,2057
24, Some-college, Female,2057
53, Bachelors, Male,2057
54, 5th-6th, Male,2057
28, Some-college, Female,2057
20, Some-college, Female,2058
23, HS-grad, Male,2058
33, Bachelors, Female,2058
45, Some-college, Female,2058
47, 7th-8th, Male,2058
35, HS-grad, Male,2059
20, Assoc-acdm, Female,2059
35, HS-grad, Female,2059
50, Bachelors, Male,2059
40, 10th, Male,2059
50, 10th, Male,2060
33, 9th, Male,2060
37, Bachelors, Female,2060
37, Some-college, Male,2060
25, HS-grad, Male,2060
17, 10th, Male,2061
49, HS-grad, Male,2061
66, HS-grad, Female,2061
24, HS-grad, Female,2061
50, Preschool, Male,2061
56, Bachelors, Female,2062
68, HS-grad, Male,2062
65, HS-grad, Female,2062
67, Some-college, Male,2062
17, 11th, Male,2062
27, Some-college, Male,2063
47, 11th, Male,2063
40, HS-grad, Male,2063
39, HS-grad, Male,2063
36, HS-grad, Male,2063
49, HS-grad, Female,2064
59, HS-grad, Female,2064
46, Bachelors, Female,2064
71, Bachelors, Male,2064
42, Masters, Female,2064
46, Prof-school, Male,2065
41, HS-grad, Female,2065
20, Some-college, Female,2065
30, 11th, Male,2065
29, Some-college, Male,2065
28, Bachelors, Male,2066
61, HS-grad, Female,2066
30, Bachelors, Male,2066
27, Some-college, Male,2066
58, Some-college, Male,2066
37, 7th-8th, Male,2067
24, Assoc-voc, Male,2067
48, 9th, Male,2067
24, Bachelors, Male,2067
47, 9th, Male,2067
33, Some-college, Female,2068
26, Bachelors, Male,2068
43, Bachelors, Male,2068
29, Assoc-acdm, Male,2068
33, Some-college, Male,2068
45, HS-grad, Male,2069
44, HS-grad, Male,2069
44, Some-college, Male,2069
34, HS-grad, Female,2069
25, Assoc-voc, Female,2069
59, Prof-school, Male,2070
33, Bachelors, Female,2070
45, Bachelors, Male,2070
58, HS-grad, Female,2070
18, HS-grad, Male,2070
35, Assoc-voc, Male,2071
55, 10th, Male,2071
43, 11th, Female,2071
36, 12th, Male,2071
42, Bachelors, Male,2071
45, HS-grad, Female,2072
20, Some-college, Male,2072
27, HS-grad, Male,2072
23, Some-college, Female,2072
55, 5th-6th, Male,2072
51, 11th, Male,2073
17, 10th, Male,2073
28, HS-grad, Male,2073
31, Bachelors, Male,2073
66, 11th, Male,2073
61, HS-grad, Male,2074
19, HS-grad, Male,2074
28, Some-college, Male,2074
39, Masters, Male,2074
34, HS-grad, Male,2074
53, HS-grad, Male,2075
54, Bachelors, Female,2075
44, Bachelors, Male,2075
34, Assoc-acdm, Female,2075
41, HS-grad, Male,2075
26, HS-grad, Male,2076
38, Masters, Female,2076
28, Prof-school, Male,2076
63, HS-grad, Male,2076
51, Some-college, Male,2076
53, Assoc-acdm, Female,2077
35, Assoc-acdm, Female,2077
49, Bachelors, Male,2077
43, Some-college, Male,2077
50, HS-grad, Male,2077
49, Some-college, Female,2078
43, HS-grad, Male,2078
49, Prof-school, Male,2078
29, Assoc-voc, Female,2078
30, Assoc-voc, Female,2078
32, HS-grad, Female,2079
51, Some-college, Female,2079
33, HS-grad, Male,2079
38, Bachelors, Male,2079
38, HS-grad, Male,2079
45, HS-grad, Male,2080
18, HS-grad, Male,2080
69, Assoc-acdm, Male,2080
54, Some-college, Female,2080
44, Bachelors, Male,2080
40, HS-grad, Female,2081
40, HS-grad, Male,2081
20, Some-college, Male,2081
36, HS-grad, Male,2081
39, Bachelors, Male,2081
18, 11th, Male,2082
42, HS-grad, Male,2082
27, Some-college, Male,2082
22, Some-college, Male,2082
38, HS-grad, Male,2082
24, Some-college, Male,2083
41, HS-grad, Male,2083
20, Some-college, Female,2083
62, 11th, Female,2083
31, Masters, Female,2083
35, HS-grad, Male,2084
58, HS-grad, Male,2084
20, Some-college, Female,2084
38, HS-grad, Male,2084
29, Bachelors, Male,2084
21, Some-college, Female,2085
27, 7th-8th, Female,2085
48, Bachelors, Male,2085
34, HS-grad, Female,2085
33, 9th, Male,2085
29, HS-grad, Female,2086
45, Assoc-voc, Female,2086
22, Some-college, Male,2086
31, Some-college, Male,2086
25, Some-college, Male,2086
59, HS-grad, Male,2087
18, Some-college, Female,2087
18, 11th, Female,2087
42, 7th-8th, Male,2087
42, Bachelors, Male,2087
26, Bachelors, Female,2088
18, 12th, Female,2088
20, HS-grad, Female,2088
18, Some-college, Male,2088
44, Some-college, Male,2088
76, HS-grad, Female,2089
34, HS-grad, Female,2089
60, Some-college, Male,2089
19, Some-college, Male,2089
35, HS-grad, Male,2089
26, HS-grad, Male,2090
41, Bachelors, Female,2090
29, Bachelors, Male,2090
24, Some-college, Male,2090
39, HS-grad, Male,2090
58, HS-grad, Male,2091
40, HS-grad, Male,2091
29, Assoc-acdm, Male,2091
44, Bachelors, Male,2091
27, HS-grad, Male,2091
52, Bachelors, Male,2092
40, HS-grad, Male,2092
59, 5th-6th, Male,2092
19, HS-grad, Female,2092
23, Some-college, Female,2092
32, Assoc-voc, Female,2093
34, Assoc-voc, Male,2093
62, HS-grad, Male,2093
68, HS-grad, Male,2093
64, HS-grad, Male,2093
33, Some-college, Male,2094
64, Some-college, Male,2094
42, Some-college, Male,2094
60, Some-college, Female,2094
35, Some-college, Male,2094
33, Bachelors, Male,2095
74, HS-grad, Male,2095
38, Some-college, Male,2095
43, Assoc-voc, Male,2095
36, Bachelors, Male,2095
45, Bachelors, Female,2096
45, HS-grad, Male,2096
28, HS-grad, Male,2096
48, Assoc-acdm, Male,2096
25, HS-grad, Male,2096
42, HS-grad, Male,2097
22, Some-college, Female,2097
43, HS-grad, Male,2097
35, 11th, Male,2097
42, HS-grad, Male,2097
56, Masters, Female,2098
22, Bachelors, Male,2098
29, Assoc-voc, Male,2098
38, Bachelors, Male,2098
51, Some-college, Female,2098
35, Bachelors, Male,2099
42, Assoc-voc, Male,2099
21, Some-college, Male,2099
54, HS-grad, Male,2099
19, Some-college, Female,2099
36, Bachelors, Female,2100
62, Some-college, Male,2100
52, 10th, Female,2100
45, 12th, Male,2100
64, HS-grad, Female,2100
66, Some-college, Male,2101
53, HS-grad, Male,2101
36, Masters, Male,2101
37, Some-college, Male,2101
17, 11th, Female,2101
34, Assoc-acdm, Male,2102
28, 12th, Male,2102
23, Bachelors, Male,2102
18, Some-college, Female,2102
28, Some-college, Female,2102
32, HS-grad, Male,2103
17, 12th, Female,2103
51, Bachelors, Male,2103
41, Some-college, Male,2103
58, HS-grad, Female,2103
31, Some-college, Female,2104
28, Bachelors, Male,2104
21, HS-grad, Male,2104
44, Prof-school, Male,2104
31, 10th, Male,2104
39, Bachelors, Male,2105
30, 10th, Male,2105
56, Masters, Male,2105
41, Masters, Female,2105
24, Some-college, Female,2105
33, HS-grad, Male,2106
36, Masters, Male,2106
31, HS-grad, Male,2106
39, Some-college, Male,2106
41, Bachelors, Male,2106
19, Some-college, Male,2107
57, Assoc-acdm, Female,2107
35, HS-grad, Male,2107
34, HS-grad, Male,2107
38, HS-grad, Male,2107
21, Bachelors, Male,2108
25, HS-grad, Male,2108
49, 11th, Male,2108
34, Bachelors, Male,2108
22, HS-grad, Female,2108
60, Some-college, Male,2109
35, HS-grad, Female,2109
42, Bachelors, Male,2109
61, Masters, Female,2109
24, Bachelors, Female,2109
26, HS-grad, Male,2110
64, 7th-8th, Male,2110
47, Masters, Male,2110
23, 11th, Male,2110
34, Some-college, Male,2110
47, 10th, Female,2111
43, Some-college, Male,2111
47, HS-grad, Male,2111
57, HS-grad, Male,2111
19, Some-college, Male,2111
36, 10th, Female,2112
72, Bachelors, Male,2112
34, Some-college, Male,2112
31, HS-grad, Male,2112
25, HS-grad, Female,2112
23, Some-college, Female,2113
18, 11th, Male,2113
41, Some-college, Male,2113
45, Some-college, Male,2113
37, 10th, Male,2113
27, Bachelors, Female,2114
50, HS-grad, Female,2114
41, Prof-school, Male,2114
20, HS-grad, Male,2114
60, Bachelors, Male,2114
21, Some-college, Female,2115
23, HS-grad, Female,2115
32, HS-grad, Male,2115
62, Bachelors, Male,2115
40, Some-college, Male,2115
42, Bachelors, Male,2116
34, HS-grad, Female,2116
37, HS-grad, Female,2116
42, HS-grad, Male,2116
18, Some-college, Male,2116
27, Masters, Female,2117
27, Some-college, Male,2117
61, Prof-school, Female,2117
41, 11th, Male,2117
46, Bachelors, Female,2117
46, Masters, Male,2118
45, Assoc-voc, Male,2118
70, HS-grad, Female,2118
46, HS-grad, Female,2118
20, Some-college, Male,2118
36, Masters, Female,2119
38, Some-college, Male,2119
27, Some-college, Female,2119
51, Bachelors, Male,2119
39, Some-college, Male,2119
45, Assoc-voc, Male,2120
51, Masters, Male,2120
52, HS-grad, Female,2120
39, HS-grad, Male,2120
30, Bachelors, Female,2120
44, Some-college, Female,2121
44, Some-college, Male,2121
28, HS-grad, Female,2121
43, 1st-4th, Male,2121
43, Prof-school, Male,2121
38, HS-grad, Male,2122
41, Some-college, Male,2122
36, Bachelors, Female,2122
32, HS-grad, Male,2122
45, HS-grad, Female,2122
30, Masters, Female,2123
25, 9th, Female,2123
57, 7th-8th, Male,2123
21, 12th, Female,2123
43, Some-college, Female,2123
19, 10th, Male,2124
21, 12th, Male,2124
40, Assoc-voc, Female,2124
38, Bachelors, Male,2124
24, Assoc-voc, Female,2124
18, HS-grad, Female,2125
54, Masters, Male,2125
29, Some-college, Female,2125
19, Some-college, Female,2125
22, Some-college, Male,2125
48, HS-grad, Male,2126
64, Bachelors, Female,2126
27, Some-college, Female,2126
40, Masters, Male,2126
47, Assoc-acdm, Male,2126
19, Some-college, Female,2127
39, Bachelors, Male,2127
34, 12th, Male,2127
36, Bachelors, Male,2127
44, HS-grad, Male,2127
23, Some-college, Female,2128
36, HS-grad, Female,2128
27, Masters, Male,2128
41, Some-college, Male,2128
20, Some-college, Female,2128
30, HS-grad, Male,2129
20, HS-grad, Male,2129
40, HS-grad, Female,2129
47, Assoc-acdm, Female,2129
51, Bachelors, Male,2129
40, Assoc-voc, Male,2130
25, 1st-4th, Female,2130
50, HS-grad, Female,2130
26, HS-grad, Male,2130
62, HS-grad, Male,2130
34, Some-college, Female,2131
28, HS-grad, Female,2131
37, Some-college, Female,2131
34, Some-college, Female,2131
58, HS-grad, Male,2131
26, HS-grad, Female,2132
56, Bachelors, Female,2132
29, Some-college, Female,2132
37, Bachelors, Female,2132
37, HS-grad, Male,2132
20, Some-college, Male,2133
26, HS-grad, Male,2133
45, Some-college, Male,2133
20, 11th, Male,2133
35, HS-grad, Female,2133
29, HS-grad, Female,2134
71, 5th-6th, Male,2134
37, HS-grad, Male,2134
40, 9th, Male,2134
33, HS-grad, Male,2134
22, HS-grad, Male,2135
32, Bachelors, Female,2135
39, Bachelors, Male,2135
17, 10th, Female,2135
53, 5th-6th, Male,2135
33, Bachelors, Male,2136
60, 7th-8th, Male,2136
43, Bachelors, Male,2136
29, HS-grad, Male,2136
40, Prof-school, Male,2136
62, Some-college, Male,2137
30, 10th, Male,2137
18, Some-college, Female,2137
49, Some-college, Female,2137
57, HS-grad, Male,2137
37, HS-grad, Female,2138
66, HS-grad, Male,2138
50, HS-grad, Male,2138
24, HS-grad, Male,2138
31, Some-college, Male,2138
38, Assoc-acdm, Female,2139
37, HS-grad, Male,2139
62, HS-grad, Male,2139
54, HS-grad, Male,2139
56, 5th-6th, Male,2139
24, HS-grad, Male,2140
29, HS-grad, Male,2140
53, HS-grad, Male,2140
56, HS-grad, Male,2140
60, Some-college, Male,2140
38, HS-grad, Male,2141
52, 10th, Male,2141
28, Assoc-acdm, Female,2141
46, Some-college, Female,2141
43, Assoc-voc, Female,2141
24, Some-college, Female,2142
64, HS-grad, Male,2142
43, Assoc-voc, Male,2142
64, HS-grad, Male,2142
40, HS-grad, Male,2142
38, 1st-4th, Male,2143
36, HS-grad, Female,2143
19, HS-grad, Male,2143
19, Some-college, Male,2143
55, Some-college, Female,2143
41, Masters, Male,2144
36, Some-college, Male,2144
23, Some-college, Male,2144
28, HS-grad, Male,2144
34, 11th, Female,2144
49, Bachelors, Male,2145
47, Preschool, Male,2145
21, HS-grad, Male,2145
36, HS-grad, Male,2145
17, 10th, Female,2145
22, Assoc-voc, Female,2146
33, HS-grad, Female,2146
42, Assoc-acdm, Male,2146
52, HS-grad, Female,2146
37, Some-college, Female,2146
42, HS-grad, Male,2147
48, Bachelors, Male,2147
46, 10th, Female,2147
18, HS-grad, Female,2147
23, Some-college, Female,2147
90, HS-grad, Male,2148
47, HS-grad, Male,2148
40, Bachelors, Female,2148
23, Some-college, Female,2148
33, HS-grad, Female,2148
36, Bachelors, Male,2149
38, 9th, Male,2149
31, HS-grad, Female,2149
52, 10th, Female,2149
